trial,epoch,winRate,tieRate,lossRate,Defend,Defensive invade, Evasive invade, Hunt
8,38,0.175,0.825,0.0,0.0,0.0,0.0,1.0
8,40,0.225,0.7,0.075,0.0,0.0,0.0,1.0
8,42,0.15,0.825,0.025,0.0,0.0,0.0,1.0
8,44,0.225,0.75,0.025,0.0,0.0,0.0,1.0
8,46,0.125,0.825,0.05,0.0,0.0,0.0,1.0
8,48,0.15,0.8,0.05,0.0,0.0,0.0,1.0
8,50,0.15,0.85,0.0,0.0,0.0,0.0,1.0
9,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9,2,0.2,0.75,0.05,0.0,0.0,0.0,1.0
9,4,0.125,0.825,0.05,0.0,0.0,0.0,1.0
9,6,0.2,0.775,0.025,0.0,0.0,0.0,1.0
9,8,0.175,0.75,0.075,0.0,0.0,0.0,1.0
9,10,0.375,0.0,0.625,0.0,1.0,0.0,0.0
9,12,0.225,0.75,0.025,0.0,0.0,0.0,1.0
9,14,0.225,0.775,0.0,0.0,0.0,0.0,1.0
9,16,0.175,0.8,0.025,0.0,0.0,0.0,1.0
9,18,0.225,0.75,0.025,0.0,0.0,0.0,1.0
9,20,0.25,0.7,0.05,0.0,0.0,0.0,1.0
9,22,0.15,0.85,0.0,0.0,0.0,0.0,1.0
9,24,0.175,0.775,0.05,0.0,0.0,0.0,1.0
9,26,0.15,0.775,0.075,0.0,0.0,0.0,1.0
9,28,0.125,0.85,0.025,0.0,0.0,0.0,1.0
9,30,0.275,0.7,0.025,0.0,0.0,0.0,1.0
9,32,0.3,0.675,0.025,0.0,0.0,0.0,1.0
9,34,0.175,0.8,0.025,0.0,0.0,0.0,1.0
9,36,0.25,0.675,0.075,0.0,0.0,0.0,1.0
9,38,0.175,0.8,0.025,0.0,0.0,0.0,1.0
9,40,0.125,0.85,0.025,0.0,0.0,0.0,1.0
9,42,0.25,0.7,0.05,0.0,0.0,0.0,1.0
9,44,0.125,0.875,0.0,0.0,0.0,0.0,1.0
9,46,0.1,0.875,0.025,0.0,0.0,0.0,1.0
9,48,0.125,0.85,0.025,0.0,0.0,0.0,1.0
9,50,0.225,0.65,0.125,0.0,0.0,0.0,1.0
10,0,0.15,0.775,0.075,0.0,0.0,0.0,1.0
10,2,0.075,0.0,0.925,0.0,0.0,1.0,0.0
10,4,0.3,0.0,0.7,0.0,1.0,0.0,0.0
10,6,0.15,0.8,0.05,5.841121495327102E-4,0.0,0.0,0.9994158878504673
10,8,0.175,0.8,0.025,0.0,0.0,2.861230329041488E-4,0.9997138769670959
10,10,0.15,0.825,0.025,0.0,0.0,0.0,1.0
10,12,0.2,0.75,0.05,0.0,0.0,0.0,1.0
10,14,0.225,0.75,0.025,0.0,0.0,0.0,1.0
10,16,0.15,0.825,0.025,0.0,0.0,0.0,1.0
10,18,0.125,0.825,0.05,0.0,0.0,0.0,1.0
10,20,0.15,0.85,0.0,0.0,0.0,0.0,1.0
10,22,0.35,0.575,0.075,0.0,0.0,0.0,1.0
10,24,0.225,0.75,0.025,0.0,0.0,0.0,1.0
10,26,0.15,0.8,0.05,0.0,0.0,0.0,1.0
10,28,0.125,0.875,0.0,0.0,0.0,0.0,1.0
